Уровень,Дата и время,Источник,Код события,Категория задачи
Сведения,11.11.2019 16:06:51,Microsoft-Windows-DriverFrameworks-UserMode,10118,Startup of the UMDF reflector,"Отражателю UMDF не удается подключиться к диспетчеру служб. Это должно происходить во время загрузки, пока диспетчер служб не запущен. Попытка подключения будет возобновлена после запуска диспетчера."
Сведения,11.11.2019 16:06:51,Microsoft-Windows-Ntfs,98,Отсутствует,Том \\?\Volume{fa45a01d-a71e-4c30-a071-08c51b7cc6cd} (\Device\HarddiskVolume4) работоспособен.  Не требуется никаких действий.
Сведения,11.11.2019 16:06:50,Microsoft-Windows-Kernel-Power,172,(203),"Состояние подключения в режиме ожидания: Disconnected, причина: NIC compliance"
Сведения,11.11.2019 16:06:50,Microsoft-Windows-FilterManager,6,Отсутствует,"Фильтр файловой системы ""npsvctrig"" (версия 10.0, ‎1977‎-‎09‎-‎12T18:19:34.000000000Z) успешно загружен и зарегистрирован у диспетчера фильтров."
Сведения,11.11.2019 16:06:50,Microsoft-Windows-FilterManager,6,Отсутствует,"Фильтр файловой системы ""FileCrypt"" (версия 10.0, ‎2011‎-‎10‎-‎30T18:56:49.000000000Z) успешно загружен и зарегистрирован у диспетчера фильтров."
Сведения,11.11.2019 16:06:50,Microsoft-Windows-Ntfs,98,Отсутствует,Том C: (\Device\HarddiskVolume3) работоспособен.  Не требуется никаких действий.
Сведения,11.11.2019 16:06:50,Microsoft-Windows-FilterManager,6,Отсутствует,"Фильтр файловой системы ""WdFilter"" (версия 10.0, ‎2073‎-‎10‎-‎13T12:22:50.000000000Z) успешно загружен и зарегистрирован у диспетчера фильтров."
Сведения,11.11.2019 16:06:50,Microsoft-Windows-FilterManager,6,Отсутствует,"Фильтр файловой системы ""Wof"" (версия 10.0, ‎2096‎-‎10‎-‎27T16:24:16.000000000Z) успешно загружен и зарегистрирован у диспетчера фильтров."
Сведения,11.11.2019 16:06:50,Microsoft-Windows-FilterManager,6,Отсутствует,"Фильтр файловой системы ""FileInfo"" (версия 10.0, ‎1989‎-‎07‎-‎13T04:15:12.000000000Z) успешно загружен и зарегистрирован у диспетчера фильтров."
Сведения,11.11.2019 16:06:49,Microsoft-Windows-Kernel-General,20,(6),"Конфигурация корректировочных секунд обновлена.
Причина: Leap second data initialized from registry during boot
Корректировочные секунды включены: true
Новое количество корректировочных секунд: 0
Старое количество корректировочных секунд: 0"
Сведения,11.11.2019 16:06:49,Microsoft-Windows-Kernel-Boot,30,(21),Встроенное ПО сообщило метрики загрузки.
Сведения,11.11.2019 16:06:49,Microsoft-Windows-Kernel-Boot,27,(33),Использовался следующий тип загрузки: 0x0.
Сведения,11.11.2019 16:06:49,Microsoft-Windows-Kernel-Boot,25,(32),Использовалась следующая политика меню загрузки: 0x1.
Сведения,11.11.2019 16:06:49,Microsoft-Windows-Kernel-Boot,20,(31),Состояние успешного выполнения последнего завершения работы: true. Состояние успешного выполнения последней загрузки: true.
Сведения,11.11.2019 16:06:49,Microsoft-Windows-Kernel-Boot,32,(58),Диспетчер загрузки затратил 0 мс на ожидание ввода данных пользователем.
Сведения,11.11.2019 16:06:49,Microsoft-Windows-Kernel-Boot,18,(57),Число вариантов загрузки данной системы: 0x1.
Сведения,11.11.2019 16:06:49,Microsoft-Windows-Kernel-Boot,153,(62),Безопасность на основе виртуализации (политики: 0) — disabled.
Сведения,11.11.2019 16:06:49,Microsoft-Windows-Kernel-General,12,(1),Системное время запуска операционной системы: ‎2019‎-‎11‎-‎11T13:06:49.500000000Z.
Сведения,11.11.2019 16:06:43,Microsoft-Windows-Kernel-General,13,(2),Системное время завершения работы операционной системы: ‎2019‎-‎11‎-‎11T13:06:43.885851500Z.
Сведения,11.11.2019 16:06:43,Microsoft-Windows-Kernel-Power,109,(103),"Диспетчер питания ядра инициировал завершение работы.

Причина завершения работы: Kernel API"
Сведения,11.11.2019 16:06:38,Microsoft-Windows-WLAN-AutoConfig,4001,Отсутствует,"Служба автонастройки беспроводной сети остановлена успешно.
"
Сведения,11.11.2019 16:06:56,EventLog,6013,Отсутствует,Время работоспособного состояния 7 сек.
Сведения,11.11.2019 16:06:56,EventLog,6005,Отсутствует,Запущена служба журнала событий.
Сведения,11.11.2019 16:06:56,EventLog,6009,Отсутствует,Microsoft (R) Windows (R) 10.00. 18362  Multiprocessor Free.
Сведения,11.11.2019 16:06:38,Microsoft-Windows-Dhcp-Client,50037,Событие состояния службы,Остановка клиентской службы DHCPv4. Значение флага завершения работы: 1
Сведения,11.11.2019 16:06:38,Microsoft-Windows-DHCPv6-Client,51047,Событие состояния службы,Клиентская служба DHCPv6 остановлена. Значение флага завершения работы: 1
Сведения,11.11.2019 16:06:38,Microsoft-Windows-Dhcp-Client,50106,Событие состояния службы,DHCPv4 ожидает остановки службы DHCPv6
Сведения,11.11.2019 16:06:38,EventLog,6006,Отсутствует,Служба журнала событий остановлена.
Сведения,11.11.2019 16:06:38,Microsoft-Windows-Dhcp-Client,50105,Событие состояния службы,DHCPv4-клиент ProcessDHCPRequestForever получил событие TERMINATE_EVENT
Сведения,11.11.2019 16:06:38,Microsoft-Windows-Dhcp-Client,50104,Событие состояния службы,DHCPv4-клиент получил уведомление о завершении работы
Сведения,11.11.2019 16:06:38,Microsoft-Windows-Kernel-General,1,(5),"Системное время изменено с ‎2019‎-‎11‎-‎11T13:06:38.085858900Z на ‎2019‎-‎11‎-‎11T13:06:38.089783400Z.

Причина изменения: An application or system component changed the time.
Процесс: '\Device\HarddiskVolume3\Windows\System32\svchost.exe' (ИД процесса 4136)."
Сведения,11.11.2019 16:06:37,Microsoft-Windows-Winlogon,7002,(1102),Уведомление о выходе пользователя для программы улучшения качества ПО
Сведения,11.11.2019 16:06:37,User32,1074,Отсутствует,"Процесс C:\WINDOWS\system32\winlogon.exe (WIN-DK78F0CDTO6) инициировал действие ""Перезапустить"" для компьютера DESKTOP-4BNTRIU от имени пользователя NT AUTHORITY\СИСТЕМА по причине: Причина на перечислена
 Код причины: 0x500ff
 Тип выключения: Перезапустить
 Комментарий: "
Сведения,11.11.2019 16:06:13,Microsoft-Windows-Power-Troubleshooter,1,Отсутствует,"Система вышла из состояния пониженного энергопотребления.

Время перехода в спящий режим: ‎2019‎-‎11‎-‎11T01:41:52.979496800Z
Время выхода из спящего режима: ‎2019‎-‎11‎-‎11T13:06:11.942671800Z

Источник выхода: Нет данных"
Предупреждение,11.11.2019 16:06:13,Microsoft-Windows-Time-Service,134,Отсутствует,"NTP-клиенту не удалось задать настроенный вручную узел в качестве источника времени из-за ошибки разрешения DNS-имен на ""time.windows.com,0x9"". NTP-клиент повторит попытку через 15 мин., а затем удвоит интервал между попытками. Ошибка: Этот хост неизвестен. (0x80072AF9)"
Предупреждение,11.11.2019 16:06:12,BTHUSB,34,Отсутствует,"Локальный адаптер не поддерживает важное состояние контроллера энергосбережения для поддержки режима периферийного устройства. Минимально необходимая маска поддерживаемого состояния — 0x2491f7fffff, получено 0xffffffff. Функция роли периферийного устройства низкого энергопотребления не будет доступна."
Сведения,11.11.2019 16:06:12,BTHUSB,18,Отсутствует,Система Windows не может сохранить коды проверки подлинности Bluetooth (ключи связи) на локальном адаптере. Клавиатуры Bluetooth могут не работать с BIOS компьютера во время загрузки.
Сведения,11.11.2019 16:06:12,Microsoft-Windows-Kernel-General,1,(5),"Системное время изменено с ‎2019‎-‎11‎-‎11T13:06:12.357372200Z на ‎2019‎-‎11‎-‎11T13:06:12.358001300Z.

Причина изменения: An application or system component changed the time.
Процесс: '\Device\HarddiskVolume3\Windows\System32\svchost.exe' (ИД процесса 4136)."
Предупреждение,11.11.2019 16:06:12,Microsoft-Windows-Time-Service,134,Отсутствует,"NTP-клиенту не удалось задать настроенный вручную узел в качестве источника времени из-за ошибки разрешения DNS-имен на ""time.windows.com,0x9"". NTP-клиент повторит попытку через 15 мин., а затем удвоит интервал между попытками. Ошибка: Этот хост неизвестен. (0x80072AF9)"
Сведения,11.11.2019 16:06:11,Microsoft-Windows-Kernel-Boot,27,(33),Использовался следующий тип загрузки: 0x2.
Сведения,11.11.2019 16:06:11,Microsoft-Windows-Kernel-Boot,25,(32),Использовалась следующая политика меню загрузки: 0xB6B48000.
Сведения,11.11.2019 16:06:11,Microsoft-Windows-Kernel-Boot,32,(58),Диспетчер загрузки затратил 0 мс на ожидание ввода данных пользователем.
Сведения,11.11.2019 16:06:11,Microsoft-Windows-Kernel-Boot,18,(57),Число вариантов загрузки данной системы: 0x1.
Сведения,11.11.2019 16:06:11,Microsoft-Windows-Kernel-Boot,30,(21),Встроенное ПО сообщило метрики загрузки.
Сведения,11.11.2019 16:06:11,Microsoft-Windows-Kernel-Power,105,(100),Смена источника питания.
Сведения,11.11.2019 16:06:10,Microsoft-Windows-Kernel-General,1,(5),"Системное время изменено с ‎2019‎-‎11‎-‎11T01:42:07.039393300Z на ‎2019‎-‎11‎-‎11T13:06:10.500000000Z.

Причина изменения: System time synchronized with the hardware clock.
Процесс: '' (ИД процесса 4)."
Сведения,11.11.2019 4:42:07,Microsoft-Windows-Kernel-Power,107,(102),Система возобновила работу после режима сна.
Сведения,11.11.2019 16:06:11,EventLog,6013,Отсутствует,Время работоспособного состояния 90095 сек.
Сведения,11.11.2019 4:41:57,Microsoft-Windows-Kernel-Power,42,(64),"Система переходит в спящий режим.

Причина: Hibernate from Sleep - Fixed Timeout"
Сведения,11.11.2019 4:41:54,Microsoft-Windows-Power-Troubleshooter,1,Отсутствует,"Система вышла из состояния пониженного энергопотребления.

Время перехода в спящий режим: ‎2019‎-‎11‎-‎11T01:41:52.979496800Z
Время выхода из спящего режима: ‎2019‎-‎11‎-‎11T01:41:52.979496800Z

Источник выхода: S4: переход в режим гибернации"
Предупреждение,11.11.2019 4:41:51,BTHUSB,34,Отсутствует,"Локальный адаптер не поддерживает важное состояние контроллера энергосбережения для поддержки режима периферийного устройства. Минимально необходимая маска поддерживаемого состояния — 0x2491f7fffff, получено 0xffffffff. Функция роли периферийного устройства низкого энергопотребления не будет доступна."
Сведения,11.11.2019 4:41:51,BTHUSB,18,Отсутствует,Система Windows не может сохранить коды проверки подлинности Bluetooth (ключи связи) на локальном адаптере. Клавиатуры Bluetooth могут не работать с BIOS компьютера во время загрузки.
Сведения,11.11.2019 4:41:50,Microsoft-Windows-Kernel-Power,130,(33),"Значения времени встроенного ПО для S3. SuspendStart: 0, SuspendEnd: 0"
Сведения,11.11.2019 4:41:50,Microsoft-Windows-Kernel-Power,131,(33),"Значения времени встроенного ПО для S3. ResumeCount: 1, FullResume: 781, AverageResume: 781"
Сведения,11.11.2019 4:41:48,Microsoft-Windows-Kernel-General,1,(5),"Системное время изменено с ‎2019‎-‎11‎-‎10T22:41:50.515306100Z на ‎2019‎-‎11‎-‎11T01:41:48.500000000Z.

Причина изменения: System time synchronized with the hardware clock.
Процесс: '' (ИД процесса 4)."
Сведения,11.11.2019 1:41:50,Microsoft-Windows-Kernel-Power,107,(102),Система возобновила работу после режима сна.
Сведения,11.11.2019 1:41:48,Microsoft-Windows-Kernel-Power,42,(64),"Система переходит в спящий режим.

Причина: System Idle"
Сведения,11.11.2019 1:41:44,Microsoft-Windows-Kernel-General,1,(5),"Системное время изменено с ‎2019‎-‎11‎-‎10T22:41:44.545474400Z на ‎2019‎-‎11‎-‎10T22:41:44.502271000Z.

Причина изменения: An application or system component changed the time.
Процесс: '\Device\HarddiskVolume3\Windows\System32\svchost.exe' (ИД процесса 4136)."
Сведения,11.11.2019 1:27:20,Microsoft-Windows-Kernel-General,16,Отсутствует,Журнал доступа в кусте \??\C:\Users\nickk\AppData\Local\Packages\Microsoft.SkypeApp_kzf8qxf38zg5c\Settings\settings.dat очищен; обновлено разделов: 3; создано измененных страниц: 1.
Сведения,11.11.2019 1:21:38,Microsoft-Windows-WindowsUpdateClient,19,Агент Центра обновления Windows,Установка завершена: следующее обновление было успешно установлено: 9NBLGGH0CB6D-A025C540.Yandex.Music
Сведения,11.11.2019 1:21:25,Microsoft-Windows-WindowsUpdateClient,43,Агент Центра обновления Windows,Установка начата: ОС Windows начала устанавливать следующее обновление: 9NBLGGH0CB6D-A025C540.Yandex.Music
Сведения,11.11.2019 1:21:14,Microsoft-Windows-Kernel-General,16,Отсутствует,Журнал доступа в кусте \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\A025C540.Yandex.Music_3.27.7233.0_x64__vfvw9svesycw6\ActivationStore.dat очищен; обновлено разделов: 0; создано измененных страниц: 0.
Сведения,11.11.2019 1:20:36,Microsoft-Windows-WindowsUpdateClient,44,Агент Центра обновления Windows,Центр обновления Windows начал скачивать обновление.
Сведения,11.11.2019 1:17:25,Microsoft-Windows-Kernel-General,16,Отсутствует,Журнал доступа в кусте \??\C:\Users\nickk\AppData\Local\Packages\Microsoft.BingWeather_8wekyb3d8bbwe\Settings\settings.dat очищен; обновлено разделов: 3; создано измененных страниц: 1.
Сведения,11.11.2019 1:15:24,Microsoft-Windows-Kernel-General,16,Отсутствует,Журнал доступа в кусте \??\C:\Users\nickk\AppData\Local\Packages\Microsoft.MicrosoftOfficeHub_8wekyb3d8bbwe\Settings\settings.dat очищен; обновлено разделов: 3; создано измененных страниц: 1.
Сведения,11.11.2019 1:15:20,Microsoft-Windows-FilterManager,6,Отсутствует,"Фильтр файловой системы ""bindflt"" (версия 10.0, ‎1991‎-‎12‎-‎20T18:42:18.000000000Z) успешно загружен и зарегистрирован у диспетчера фильтров."
Сведения,11.11.2019 1:14:23,Microsoft-Windows-Kernel-General,16,Отсутствует,Журнал доступа в кусте \??\C:\Users\nickk\AppData\Local\Packages\Microsoft.OneConnect_8wekyb3d8bbwe\Settings\settings.dat очищен; обновлено разделов: 3; создано измененных страниц: 1.
Сведения,11.11.2019 1:12:58,Service Control Manager,7040,Отсутствует,"Тип запуска службы ""Фоновая интеллектуальная служба передачи (BITS)"" был изменен с ""Автоматически"" на ""Вручную""."
Сведения,11.11.2019 1:12:12,Microsoft-Windows-Kernel-General,16,Отсутствует,Журнал доступа в кусте \??\C:\Users\nickk\AppData\Local\Packages\Microsoft.WebMediaExtensions_8wekyb3d8bbwe\Settings\settings.dat очищен; обновлено разделов: 3; создано измененных страниц: 1.
Сведения,11.11.2019 1:12:12,Microsoft-Windows-Kernel-General,16,Отсутствует,Журнал доступа в кусте \??\C:\Users\nickk\AppData\Local\Packages\Microsoft.Wallet_8wekyb3d8bbwe\Settings\settings.dat очищен; обновлено разделов: 3; создано измененных страниц: 1.
Сведения,11.11.2019 1:12:12,Microsoft-Windows-Kernel-General,16,Отсутствует,Журнал доступа в кусте \??\C:\Users\nickk\AppData\Local\Packages\Microsoft.VP9VideoExtensions_8wekyb3d8bbwe\Settings\settings.dat очищен; обновлено разделов: 3; создано измененных страниц: 1.
Сведения,11.11.2019 1:11:13,Microsoft-Windows-Kernel-General,16,Отсутствует,Журнал доступа в кусте \??\C:\Users\nickk\AppData\Local\Packages\Microsoft.XboxApp_8wekyb3d8bbwe\Settings\settings.dat очищен; обновлено разделов: 3; создано измененных страниц: 1.
Сведения,11.11.2019 1:10:52,Microsoft-Windows-Kernel-General,16,Отсутствует,Журнал доступа в кусте \??\C:\Users\nickk\AppData\Local\Packages\Microsoft.YourPhone_8wekyb3d8bbwe\Settings\settings.dat очищен; обновлено разделов: 3; создано измененных страниц: 1.
Сведения,11.11.2019 1:10:30,Microsoft-Windows-UserModePowerService,22,(18),Восстановить параметры питания после завершения подготовки включения модуля 5
Сведения,11.11.2019 1:09:26,Service Control Manager,7040,Отсутствует,"Тип запуска службы ""Фоновая интеллектуальная служба передачи (BITS)"" был изменен с ""Вручную"" на ""Автоматически""."
Сведения,11.11.2019 1:08:31,Microsoft-Windows-Kernel-General,16,Отсутствует,Журнал доступа в кусте \??\C:\ProgramData\Microsoft\Provisioning\Microsoft-Desktop-Provisioning-Sequence.dat очищен; обновлено разделов: 0; создано измененных страниц: 0.
Сведения,11.11.2019 1:03:55,Microsoft-Windows-Kernel-General,16,Отсутствует,Журнал доступа в кусте \??\C:\Users\nickk\AppData\Local\Packages\Microsoft.Windows.PinningConfirmationDialog_cw5n1h2txyewy\Settings\settings.dat очищен; обновлено разделов: 3; создано измененных страниц: 1.
Сведения,11.11.2019 1:03:39,Microsoft-Windows-Kernel-General,16,Отсутствует,Журнал доступа в кусте \??\C:\Users\nickk\AppData\Local\Packages\Microsoft.Windows.PeopleExperienceHost_cw5n1h2txyewy\Settings\settings.dat очищен; обновлено разделов: 3; создано измененных страниц: 1.
Сведения,11.11.2019 1:03:23,Microsoft-Windows-Kernel-General,16,Отсутствует,Журнал доступа в кусте \??\C:\Users\nickk\AppData\Local\Packages\Microsoft.Windows.ParentalControls_cw5n1h2txyewy\Settings\settings.dat очищен; обновлено разделов: 3; создано измененных страниц: 1.
Сведения,11.11.2019 1:03:07,Microsoft-Windows-Kernel-General,16,Отсутствует,Журнал доступа в кусте \??\C:\Users\nickk\AppData\Local\Packages\Microsoft.Windows.OOBENetworkConnectionFlow_cw5n1h2txyewy\Settings\settings.dat очищен; обновлено разделов: 3; создано измененных страниц: 1.
Сведения,11.11.2019 1:02:51,Microsoft-Windows-Kernel-General,16,Отсутствует,Журнал доступа в кусте \??\C:\Users\nickk\AppData\Local\Packages\Microsoft.BioEnrollment_cw5n1h2txyewy\Settings\settings.dat очищен; обновлено разделов: 3; создано измененных страниц: 1.
Сведения,11.11.2019 1:02:35,Microsoft-Windows-Kernel-General,16,Отсутствует,Журнал доступа в кусте \??\C:\Users\nickk\AppData\Local\Packages\Microsoft.AsyncTextService_8wekyb3d8bbwe\Settings\settings.dat очищен; обновлено разделов: 3; создано измененных страниц: 1.
Сведения,11.11.2019 1:02:19,Microsoft-Windows-Kernel-General,16,Отсутствует,Журнал доступа в кусте \??\C:\Users\nickk\AppData\Local\Packages\Microsoft.AccountsControl_cw5n1h2txyewy\Settings\settings.dat очищен; обновлено разделов: 3; создано измененных страниц: 1.
Сведения,11.11.2019 1:02:01,Microsoft-Windows-Kernel-General,16,Отсутствует,Журнал доступа в кусте \??\C:\Users\nickk\AppData\Local\Packages\Windows.CBSPreview_cw5n1h2txyewy\Settings\settings.dat очищен; обновлено разделов: 3; создано измененных страниц: 1.
Сведения,11.11.2019 1:01:46,Microsoft-Windows-Kernel-General,16,Отсутствует,Журнал доступа в кусте \??\C:\Users\nickk\AppData\Local\Packages\Microsoft.XboxGameCallableUI_cw5n1h2txyewy\Settings\settings.dat очищен; обновлено разделов: 3; создано измененных страниц: 1.
Сведения,11.11.2019 1:01:30,Microsoft-Windows-Kernel-General,16,Отсутствует,Журнал доступа в кусте \??\C:\Users\nickk\AppData\Local\Packages\Microsoft.Windows.XGpuEjectDialog_cw5n1h2txyewy\Settings\settings.dat очищен; обновлено разделов: 3; создано измененных страниц: 1.
Сведения,11.11.2019 1:01:14,Microsoft-Windows-Kernel-General,16,Отсутствует,Журнал доступа в кусте \??\C:\Users\nickk\AppData\Local\Packages\Microsoft.Windows.SecHealthUI_cw5n1h2txyewy\Settings\settings.dat очищен; обновлено разделов: 3; создано измененных страниц: 1.
Сведения,11.11.2019 1:00:54,Microsoft-Windows-Kernel-General,16,Отсутствует,Журнал доступа в кусте \??\C:\Users\nickk\AppData\Local\Packages\InputApp_cw5n1h2txyewy\Settings\settings.dat очищен; обновлено разделов: 3; создано измененных страниц: 1.
Сведения,11.11.2019 1:00:32,Microsoft-Windows-Kernel-General,16,Отсутствует,Журнал доступа в кусте \??\C:\Users\nickk\AppData\Local\Packages\F46D4000-FD22-4DB4-AC8E-4E1DDDE828FE_cw5n1h2txyewy\Settings\settings.dat очищен; обновлено разделов: 3; создано измененных страниц: 1.
Сведения,11.11.2019 1:00:11,Microsoft-Windows-Kernel-General,16,Отсутствует,Журнал доступа в кусте \??\C:\Users\nickk\AppData\Local\Packages\E2A4F912-2574-4A75-9BB0-0D023378592B_cw5n1h2txyewy\Settings\settings.dat очищен; обновлено разделов: 3; создано измененных страниц: 1.
Сведения,11.11.2019 0:59:49,Microsoft-Windows-Kernel-General,16,Отсутствует,Журнал доступа в кусте \??\C:\Users\nickk\AppData\Local\Packages\c5e2524a-ea46-4f67-841f-6a9465d9d515_cw5n1h2txyewy\Settings\settings.dat очищен; обновлено разделов: 3; создано измененных страниц: 1.
Сведения,11.11.2019 0:59:31,Microsoft-Windows-Kernel-General,16,Отсутствует,Журнал доступа в кусте \??\C:\Users\nickk\AppData\Local\Packages\1527c705-839a-4832-9118-54d4Bd6a0c89_cw5n1h2txyewy\Settings\settings.dat очищен; обновлено разделов: 3; создано измененных страниц: 1.
Сведения,11.11.2019 0:59:15,Microsoft-Windows-Kernel-General,16,Отсутствует,Журнал доступа в кусте \??\C:\Users\nickk\AppData\Local\Packages\Microsoft.Windows.OOBENetworkCaptivePortal_cw5n1h2txyewy\Settings\settings.dat очищен; обновлено разделов: 3; создано измененных страниц: 1.
Сведения,11.11.2019 0:58:57,Microsoft-Windows-Kernel-General,16,Отсутствует,Журнал доступа в кусте \??\C:\Users\nickk\AppData\Local\Packages\Microsoft.Windows.NarratorQuickStart_8wekyb3d8bbwe\Settings\settings.dat очищен; обновлено разделов: 3; создано измененных страниц: 1.
Сведения,11.11.2019 0:58:41,Microsoft-Windows-Kernel-General,16,Отсутствует,Журнал доступа в кусте \??\C:\Users\nickk\AppData\Local\Packages\Microsoft.CredDialogHost_cw5n1h2txyewy\Settings\settings.dat очищен; обновлено разделов: 3; создано измененных страниц: 1.
Сведения,11.11.2019 0:58:26,Microsoft-Windows-Kernel-General,16,Отсутствует,Журнал доступа в кусте \??\C:\Users\nickk\AppData\Local\Packages\Microsoft.Windows.CapturePicker_cw5n1h2txyewy\Settings\settings.dat очищен; обновлено разделов: 3; создано измененных страниц: 1.
Сведения,11.11.2019 0:58:08,Microsoft-Windows-Kernel-General,16,Отсутствует,Журнал доступа в кусте \??\C:\Users\nickk\AppData\Local\Packages\Microsoft.Windows.CallingShellApp_cw5n1h2txyewy\Settings\settings.dat очищен; обновлено разделов: 3; создано измененных страниц: 1.
Сведения,11.11.2019 0:57:53,Microsoft-Windows-Kernel-General,16,Отсутствует,Журнал доступа в кусте \??\C:\Users\nickk\AppData\Local\Packages\Microsoft.Windows.Apprep.ChxApp_cw5n1h2txyewy\Settings\settings.dat очищен; обновлено разделов: 3; создано измененных страниц: 1.
Сведения,11.11.2019 0:57:48,Service Control Manager,7040,Отсутствует,"Тип запуска службы ""Фоновая интеллектуальная служба передачи (BITS)"" был изменен с ""Автоматически"" на ""Вручную""."
Сведения,11.11.2019 0:57:36,Microsoft-Windows-Kernel-General,16,Отсутствует,Журнал доступа в кусте \??\C:\Users\nickk\AppData\Local\Packages\Microsoft.Win32WebViewHost_cw5n1h2txyewy\Settings\settings.dat очищен; обновлено разделов: 3; создано измененных страниц: 1.
Сведения,11.11.2019 0:57:18,Microsoft-Windows-Kernel-General,16,Отсутствует,Журнал доступа в кусте \??\C:\Users\nickk\AppData\Local\Packages\Microsoft.PPIProjection_cw5n1h2txyewy\Settings\settings.dat очищен; обновлено разделов: 3; создано измененных страниц: 1.
Сведения,11.11.2019 0:56:59,Microsoft-Windows-Kernel-General,16,Отсутствует,Журнал доступа в кусте \??\C:\Users\nickk\AppData\Local\Packages\Microsoft.MicrosoftEdgeDevToolsClient_8wekyb3d8bbwe\Settings\settings.dat очищен; обновлено разделов: 3; создано измененных страниц: 1.
Сведения,11.11.2019 0:56:03,Microsoft-Windows-Kernel-General,16,Отсутствует,Журнал доступа в кусте \??\C:\Users\nickk\AppData\Local\Packages\Microsoft.LockApp_cw5n1h2txyewy\Settings\settings.dat очищен; обновлено разделов: 3; создано измененных страниц: 1.
Сведения,11.11.2019 0:55:42,Service Control Manager,7040,Отсутствует,"Тип запуска службы ""Фоновая интеллектуальная служба передачи (BITS)"" был изменен с ""Вручную"" на ""Автоматически""."
Сведения,11.11.2019 0:55:26,McAfee Service Controller,9,Отсутствует,"Не удается найти описание для идентификатора события 9 из источника McAfee Service Controller. Вызывающий данное событие компонент не установлен на этом локальном компьютере или поврежден. Установите или восстановите компонент на локальном компьютере.

Если событие возникло на другом компьютере, возможно, потребуется сохранить отображаемые сведения вместе с событием.

К событию были добавлены следующие сведения: 

mfevtp
"
Сведения,11.11.2019 0:55:25,McAfee Service Controller,2,Отсутствует,"Не удается найти описание для идентификатора события 2 из источника McAfee Service Controller. Вызывающий данное событие компонент не установлен на этом локальном компьютере или поврежден. Установите или восстановите компонент на локальном компьютере.

Если событие возникло на другом компьютере, возможно, потребуется сохранить отображаемые сведения вместе с событием.

К событию были добавлены следующие сведения: 

mfevtp
"
Сведения,11.11.2019 0:55:25,McAfee Service Controller,2,Отсутствует,"Не удается найти описание для идентификатора события 2 из источника McAfee Service Controller. Вызывающий данное событие компонент не установлен на этом локальном компьютере или поврежден. Установите или восстановите компонент на локальном компьютере.

Если событие возникло на другом компьютере, возможно, потребуется сохранить отображаемые сведения вместе с событием.

К событию были добавлены следующие сведения: 

mfevtp
"
Сведения,11.11.2019 0:55:25,McAfee Service Controller,2,Отсутствует,"Не удается найти описание для идентификатора события 2 из источника McAfee Service Controller. Вызывающий данное событие компонент не установлен на этом локальном компьютере или поврежден. Установите или восстановите компонент на локальном компьютере.

Если событие возникло на другом компьютере, возможно, потребуется сохранить отображаемые сведения вместе с событием.

К событию были добавлены следующие сведения: 

mfevtp
"
Сведения,11.11.2019 0:55:24,McAfee Service Controller,9,Отсутствует,"Не удается найти описание для идентификатора события 9 из источника McAfee Service Controller. Вызывающий данное событие компонент не установлен на этом локальном компьютере или поврежден. Установите или восстановите компонент на локальном компьютере.

Если событие возникло на другом компьютере, возможно, потребуется сохранить отображаемые сведения вместе с событием.

К событию были добавлены следующие сведения: 

mfefire
"
Сведения,11.11.2019 0:55:18,Microsoft-Windows-Kernel-General,16,Отсутствует,Журнал доступа в кусте \??\C:\Users\nickk\AppData\Local\Packages\Microsoft.ECApp_8wekyb3d8bbwe\Settings\settings.dat очищен; обновлено разделов: 3; создано измененных страниц: 1.
Сведения,11.11.2019 0:55:15,McAfee Service Controller,2,Отсутствует,"Не удается найти описание для идентификатора события 2 из источника McAfee Service Controller. Вызывающий данное событие компонент не установлен на этом локальном компьютере или поврежден. Установите или восстановите компонент на локальном компьютере.

Если событие возникло на другом компьютере, возможно, потребуется сохранить отображаемые сведения вместе с событием.

К событию были добавлены следующие сведения: 

mmscom
"
Сведения,11.11.2019 0:55:14,McAfee Service Controller,2,Отсутствует,"Не удается найти описание для идентификатора события 2 из источника McAfee Service Controller. Вызывающий данное событие компонент не установлен на этом локальном компьютере или поврежден. Установите или восстановите компонент на локальном компьютере.

Если событие возникло на другом компьютере, возможно, потребуется сохранить отображаемые сведения вместе с событием.

К событию были добавлены следующие сведения: 

mfefire
"
Сведения,11.11.2019 0:55:14,McAfee Service Controller,2,Отсутствует,"Не удается найти описание для идентификатора события 2 из источника McAfee Service Controller. Вызывающий данное событие компонент не установлен на этом локальном компьютере или поврежден. Установите или восстановите компонент на локальном компьютере.

Если событие возникло на другом компьютере, возможно, потребуется сохранить отображаемые сведения вместе с событием.

К событию были добавлены следующие сведения: 

mfefire
"
Сведения,11.11.2019 0:54:43,Microsoft-Windows-Kernel-General,16,Отсутствует,Журнал доступа в кусте \??\C:\Users\nickk\AppData\Local\Packages\Windows.PrintDialog_cw5n1h2txyewy\Settings\settings.dat очищен; обновлено разделов: 3; создано измененных страниц: 1.
